,text,sentiment,value
526,Cuz play grown Twitter,neutral,0
527,living ignorance,negative,-1
528,nope ... telling want cameo creams,neutral,0
529,AWWWW gon na miss,negative,-1
530,WE Quite Like Worthing relaxing place nice coffee shops fresh air .. many Oiks,positive,1
531,_terrible haha new fact cost part What kind Spock,neutral,0
532,today lovely day I fun evening,positive,1
533,Beto Pizzeria Banksville Rd I believe Beachview area ... Sorry answer like 100 years later,negative,-1
534,sigh sisters bein strange .. came way copenhagen london phones turned .. wan na see dammit,negative,-1
535,amazing,positive,1
536,Barbs trying figure dsl aint connecting I need google Going home computer start working soon SMH,neutral,0
537,I sick sad .... missing Martini Lounge tonight,negative,-1
538,Seems really quiet tonight ... jealous clearly exciting life Off bed I think ...,neutral,0
539,Really wishes spare cash buy new Punch Out Wii,negative,-1
540,Aw going Toronto anymore,negative,-1
541,So sorry hear mom really sucks,negative,-1
542,I feel I hope smooth flight Be safe Mucho amor Boston,positive,1
543,Can sleep ... I watching HGTV I afraid infomercials take,negative,-1
544,I getting family ready Kaylee graduation It gon na make sad,negative,-1
545,sweet dreams,positive,1
546,hay wats ur AIM chat,neutral,0
547,Okay kool ... I might touring summer long make happen,neutral,0
548,IN PAIN big toe got stomped hokey cokeu throbbing anyone suggestions heal,negative,-1
549,Time watch OP Dead Like Me sleep,neutral,0
550,Having dinner grandma since I mum,neutral,0
551,haha thanks history invention television influence america lol,positive,1
552,yea wassup,neutral,0
553,Stupid jobs idk,negative,-1
554,Shopped til dropped .... come bac sunshine miss u,negative,-1
555,Like pics Lucky Girl,positive,1
556,Thank I anxiety issues years I think I make first couple days I fine,neutral,0
557,Around 3 hours left 3 day weekend I waaaay much work,neutral,0
558,Feeling loved My Mom got Nikon Cool Pix birthday,positive,1
559,attempts somehow extend inner classes would close closure find ref ATM,neutral,0
560,Yes Join us All require cupcake donation ...,neutral,0
561,hard time talking new people I pretty sure I make good impression .....,negative,-1
562,_rc234 haha yup still terrible headache super swollen puffy eyes dont think im going today.ugh,negative,-1
563,Can access site,neutral,0
564,And Sun shinning ......... last,positive,1
565,We slowest train ever stops everywhere Missed quick train minutes,negative,-1
566,nup cd either .. whole bunch zeros ones free,neutral,0
567,My graduation day ... And feel like failure ...,neutral,0
568,ops lol wasnt supposed got twitter,neutral,0
569,I think I ever tierd life.Ugh goodnight.So sleeping tomorrow,negative,-1
570,What u going today girl,neutral,0
571,doesnt want anymore,negative,-1
572,bad hair day,negative,-1
573,..... headache,negative,-1
574,sorry guys sign sorry every1,negative,-1
575,I okay-okay .. like rest sane population world I hate mondays,neutral,0
576,mozart requiem,neutral,0
577,think bit love creations wit physically attracted although great style,neutral,0
578,_a_michael Hey thanks another great day I going sleep I chat tomorrow Sweet dreams,positive,1
579,I bet cool SR huh It I stopped sweating since noon dad I packing,negative,-1
580,OHSHNAPSSS pissed blair usual hahah yeeeah bake cookies,neutral,0
581,bueno hollykins needs feel better asap p.s miss done uni soon SOPROUDOFYOU,neutral,0
582,http //twitpic.com/4v0vr cool mother awesome hair styles Wish happy mother day,positive,1
583,happy mother day mothers,positive,1
584,-- -My expression watching http //tinyurl.com/eqbwe,neutral,0
585,Stupid bipolar weather ruined day,negative,-1
586,I want tell I think body odour,negative,-1
587,nice beta easports still news online madden,neutral,0
588,thats pretty bad quality probably worst pic u posted till date,negative,-1
589,I missed calls,negative,-1
590,Unfortunately us looks like NO funny people twitter Should move FB start ... flitter,negative,-1
591,came back karaoke eating dinner emily sooooo much fun,positive,1
592,Discrimination bad thing I learned say My children would say I mastered years ago,positive,1
593,sure talk .... fabulous part though sorry dear,neutral,0
594,see 15 sec clip New Moon trailer ETonline.com ... check big tease though,negative,-1
595,Just got back working I feeling pretty good work 4:30,positive,1
596,Ahhh My Satz blend save,neutral,0
597,So Why matter I bet would GREAT I It love right Why go,positive,1
598,DH finished making giant Trio candy bar Thank heavens His work mates treat tomorrow,positive,1
599,My ear popping,neutral,0
600,working diffusing irritation traffic sure helping mother F always real bad days th help plan stuff,negative,-1
601,I submitted resume day saw answer back Oh well ...,negative,-1
602,Catching 2 weeks LOST Grey House quiet,neutral,0
603,I love ryans housewife Makes smile,positive,1
604,Sooo ..... I kinda sick n tired bs guys dish,negative,-1
605,boo ... hoping fake alien story tinfoil covered beachball photo,negative,-1
606,hey Phillll Wazzuppppp,neutral,0
607,missed westcott micro apollo,negative,-1
608,.. .great .. buy lunch get 10-15 pay cut next month ..,positive,1
609,finally gone beach yeaaaah,positive,1
610,_ranjan Did I ever mention nice awesome dude,positive,1
611,last weekday nothing school starts next week,neutral,0
612,Hello Gorgeous GIRL Nice new pic HOw today,positive,1
613,Ok duet hysterical LOL,positive,1
614,ok turn twitter device updates get new battery phone goes fully charged dead 5 hours,neutral,0
615,michelle hot mama chichis grande,neutral,0
616,either way always tend make followfriday list sweetie rock much,positive,1
617,one I know likes boiled peanuts,neutral,0
618,watched 100th episode numb3rs loved throwback first episode using sprinkler theory,positive,1
619,I sleepy feeling weather ugh These tonsils I need company somebody talk,negative,-1
620,Please get cell phone better camera ... pictures real bad quality compared Miley took,neutral,0
621,_Ichigo She tried carry aswell bless I suppose maybe kids,positive,1
622,booziest weekend long time good fun though,positive,1
623,Counting hours lost sunshine Weekend,negative,-1
624,planning trying call doctor though going well So mostly planning,negative,-1
625,Hoooray I hooked already,neutral,0
626,Ok good day,positive,1
627,I agree Everybody would excited goes ... ohhhh nooooo ..... MS screws ..,neutral,0
628,Edge left contributors list month issue x FFS Werd,neutral,0
629,ooo Growl Yummy time coming soon huh oh yeah I hunting combo tshirt think I find one NO,neutral,0
630,im back z-index problem ...,negative,-1
631,anyone bored work ...,negative,-1
632,Am hating life moment There many NOs delicate little mind take,negative,-1
633,www.myspace.com/fashionisthenextcity check started new tee limited edition different ways check facebook group,neutral,0
634,'They husband girl,neutral,0
635,Thinking I Vegas Any good ideas places see,neutral,0
636,first day summer sucks overcast cold ... summer,negative,-1
637,Hi one kiwi artist another kiwi artist,neutral,0
638,says Happy Mother Day Moms http //plurk.com/p/stkr2,positive,1
639,oooo ok havent accepted friends request,neutral,0
640,sorry tweet BGT poor wonderful crazy weird Greg fair silly little girl never going cope urgh NOT FAIR,negative,-1
641,,neutral,0
642,_michele thanks ... following ... love good causes,positive,1
643,Not available area I would,negative,-1
644,Its Friday Only 5 hours I free ..... tomorrow oh well,neutral,0
645,meeting time iï¿½m trying win something prize friday,neutral,0
646,Waiting 5:00 cramps,negative,-1
647,philosophy final today thank 3 days,positive,1
648,plans go followed ok,neutral,0
649,_what_ Let guess ... skipped sports bought new pinkish outfit,neutral,0
650,rain please come,neutral,0
651,My pleasure,neutral,0
652,1st presentation senior boards FML,negative,-1
653,lol know funny ahaha,positive,1
654,Wide awake grouchy,negative,-1
655,thought things get worse get even worse tonight bet life misery,negative,-1
656,I app,neutral,0
657,lol hi emmy latin would help study aptitude tests get grad school thats wan na take,positive,1
658,supper tonight kurumi 10 minutes,neutral,0
659,_kap But I think cute Do every night okay,positive,1
660,Is happy ... Skool let .. Today last day .. Yippee R.I.P Jackson Tyler Morris .. Always Loved And Never Forgotten ..,positive,1
661,hi mariah,neutral,0
662,_Yours13 I home cats right,neutral,0
663,wheres music mannnn inbox still empty,negative,-1
664,What I atm http //twitpic.com/4jmeh Oh yeah Apple Juice I rebel,negative,-1
665,... sorry still sick u know AND know u guess 'pelzer present,negative,-1
666,nice one,positive,1
667,Exam 1 today Going get license renewed The birthday getting closer,neutral,0
668,Got ta get creative mothers day gifts I gon na win love,positive,1
669,Thinks gon na rain,neutral,0
670,aah well friends Just wondering great weather good ...,positive,1
671,Yrbook signing w/ evryone fun I gna miss evrything,neutral,0
672,I lost artistic abilities,negative,-1
673,close enough I could run get one,neutral,0
674,That stone cold Crazy ....,negative,-1
675,totally austin powers withdrawl symptons Darrius withdrawl symptoms mommy minne withdrawl syamptoms,neutral,0
676,_xo pretty took like hour CAN I DO URSSSSS,positive,1
677,Senior last day,neutral,0
678,Crisis forgot fringe comb I men .... one help,negative,-1
679,Already got ticket thanks making sure though,positive,1
680,Thanks new followers,positive,1
681,getting closer rather REAL lobby dates Chicago BlogHer09 squee,neutral,0
682,Has lost vocie Adele laughing LOL still wondering I college week,neutral,0
683,_Kill_Boy oh sorry getting replies nothing yes know nirvana,negative,-1
684,busy working new kit ... couple interviews done ... Yea The weekend Pray Uncle still young massive stroke,positive,1
685,Didn get bitten rabies infested person last night yay Gon na scare Rachel Quarantine tonight shall fun,neutral,0
686,nooo roo crying omg wanted slap singing fine nowhere- BOOHOOOOOOOOOOO,negative,-1
687,watching simpsons,neutral,0
688,Good Morning Court Crossfit Bible Study Someone special house http //tinyurl.com/cjs668,positive,1
689,Have great time London,positive,1
690,Has work soon Way soon,neutral,0
691,phaket anneliese want,neutral,0
692,In emergency room cousin She got mad flu walk breathe Why hospitals always cold,negative,-1
693,Thanks greeting,positive,1
694,I hungry wife Bodyshop Party bringing takeaway home much longer party go,neutral,0
695,http //twitpic.com/4wb52 Such pretty baby,positive,1
696,Invite house instead,neutral,0
697,I bit Ben Thai-ed,neutral,0
698,stackeoverflow http //bit.ly/13Nfk1,neutral,0
699,jungle book 2 sooooo cute .. nothing eat drink,positive,1
700,Dead stopped express lane This would happen I choose take No way Ugh Hopefully gets moving,neutral,0
701,_OKeefe Yay You Twitter You secret celeb crush much info,neutral,0
702,ah ok thank youuuuuu,positive,1
703,Twitter fail life sometimes Oh well http //tinyurl.com/qkxh7q,negative,-1
704,phone call yet .. 20 minutes I pluck courage I WISH MY PHONE WOULD RING,positive,1
705,points gear question I posted I cant get rest Dreadweave set,neutral,0
706,You remind much Omaha Girl I use date I guess Jeans Calvin Kleins wore,neutral,0
707,SherriEShepherd gave link http //www.brentozar.com/twitter He gives Twitter tips Hope helps,positive,1
708,I loved mini,positive,1
709,Yeah I okay icing ace bandage sitting twitter ... LOL Thanks,positive,1
710,gorgeous,positive,1
711,I guess relaxing dinner movie tonight ... I looking forward day work,positive,1
712,My laptop grew speakers Now I watch Charlie sound,neutral,0
713,rofl uh huh,positive,1
714,This funny I 7,positive,1
715,well look fab even I say,negative,-1
716,deadlines,neutral,0
717,terrible headache I need relief,negative,-1
718,Two months ago I became irrelevant,negative,-1
719,Finally sunny days I sick go outside play,negative,-1
720,good luck How exciting,positive,1
721,Working vacation Thailand Getting excited every day,positive,1
722,home till like next month,neutral,0
723,Finally chance show genuine love dependent selfish love I hope I My heart goes I sorry 4 ur pain,positive,1
724,I game bad leaving HI,negative,-1
725,So screwed sat 2 us,negative,-1
726,Just got IM another co-worker got laid Lots people becoming unemployed,negative,-1
727,exact one thinking bestttt,positive,1
728,easties go anytime,neutral,0
729,Why googledocs folders instead labels like gmail I kind like labels,positive,1
730,lem guess ran 5 miles gym waking kids going beach recording studio,neutral,0
731,never knew dentention hard 2 get,negative,-1
732,pacquiao fight fun home wif fam melissa sat today mission ikea srsly 4 different freeways ge burbank,positive,1
